OppName,Year,OppFPI,DukeFPI,FPI_diff,DukeFPI_NetChange,OppFPI_PrevYear,FPI_Diff_PrevYear,Site,Month,Date,Day,OnSaturday,Start_Time,Result,DukePts,OppPts,PointDiff,COVID_Limit,AttNum,AttPct,Renovated,MaxCapacity,DevilsDeck,Future_Game,UNC_Game,First_Game,First_Home_Game,Elko,Cutcliffe,Diaz,Weather,Rain,WeatherIndex,Temp,Humidity,City,State,ESPN_WinPred,TV_Coverage,Bowl,RegularSeason_PrevYear,SRS_PrevYear,SOS_PrevYear,Bowl_PrevYear,DukeRankGametime,OppRankGametime,OppRankSeasonEnd,DukeRankedGametime,OppRankedGametime,OppRankedSeasonEnd,1stSeedQB,SchoolBreak,NatlHoliday,ThanksgivingWeekend,LaborDayWeekend,Undefeated_All,Undefeated_Home,Game_After_Loss,Home_Game_After_Home_Loss,Win_Streak,Record_Past_2,Record_Past_3,Record_Past_4,Record_Past_5,Surface,NC_Opponent,TobaccoRoadGame,OppCityDist
Florida St.,2017,13.3,6.6,6.7,5,22.2,20.6,Home,10,14,Sat,1,12.000,L,10,17,-7,0,31073,77.67473253,1,40004,0,0,0,0,0,0,1,0,,,,64,87,Durham,NC,0.278,ESPN2,0,0.333333333,-1.36,3.39,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,0,1,2,3,Grass,0,0,493.91
Pittsburgh,2017,1.8,6.6,-4.8,5,12.7,11.1,Home,10,21,Sat,1,12.330,L,17,24,-7,0,22621,56.54684532,1,40004,0,0,0,0,0,0,1,0,,,,73,50,Durham,NC,0.758,ACCNX,0,0.333333333,-1.36,3.39,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,1,2,Grass,0,0,312.94
Virginia Tech,2017,13.4,6.6,6.8,5,13.7,12.1,Away,10,28,Sat,1,19.330,L,3,24,-21,0,60914,93,1,40004,0,0,0,0,0,0,1,0,,,,58.6,82,Blacksburg,VA,0.124,ACCNX,0,0.333333333,-1.36,3.39,0,NA,13,24,0,1,1,,0,0,0,0,0,0,1,,0,0,0,0,1,Grass,0,0,119.79
Army,2017,0.7,6.6,-5.9,5,-2,-3.6,Away,11,11,Sat,1,12.000,L,16,21,-5,0,38851,100,1,40004,0,0,0,0,0,0,1,0,,,,30.9,39,West Point,NY,0.603,CBSSN,0,0.333333333,-1.36,3.39,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,0,0,0,Turf,0,0,458.21
Georgia Tech,2017,7.6,6.6,1,5,7.4,5.8,Home,11,18,Sat,1,15.500,W,43,20,23,0,20141,50.34746525,1,40004,0,0,0,0,0,0,1,0,,,,66,56,Durham,NC,0.33,ACCNX,0,0.333333333,-1.36,3.39,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,Grass,0,0,347.61
Wake Forest,2017,8.9,6.6,2.3,5,2.2,0.6,Away,11,25,Sat,1,12.500,W,31,23,8,0,27016,86,1,40004,0,0,0,0,0,0,1,0,,,,59,49,Winston-Salem,NC,0.237,ACCNX,0,0.333333333,-1.36,3.39,0,NA,NA,NA,0,0,0,,1,0,1,0,0,0,0,,1,1,1,1,1,Turf,1,1,75.75
Northern Ill.,2017,-3.3,6.6,-9.9,5,-3.4,-5,Neutral,12,26,Tue,0,17.250,W,36,14,22,0,20211,31,1,40004,0,0,0,0,0,0,1,0,,,,,,Detroit,MI,0.676,ESPN,1,0.333333333,-1.36,3.39,0,NA,NA,NA,0,0,0,,1,0,0,0,0,0,0,,2,2,2,2,2,Turf,0,0,668.81
Army,2018,3.1,6.4,-3.3,-0.2,0.7,-5.9,Home,8,31,Fri,0,19.000,W,34,14,20,0,26017,65.0359964,1,40004,0,0,0,1,1,0,1,0,Rain,1,5,87.4,60.2,Durham,NC,0.939,ESPNU,0,0.5,7.23,3.23,1,NA,NA,19,0,0,1,,0,0,0,1,NA,NA,NA,,3,2,3,3,3,Grass,0,0,458.21
Northwestern,2018,7.7,6.4,1.3,-0.2,9.9,3.3,Away,9,8,Sat,1,12.000,W,21,7,14,0,40654,86,1,40004,0,0,0,0,0,0,1,0,Overcast,0,3,67.6,60.5,Evanston,IL,0.273,ESPNU,0,0.5,7.23,3.23,1,NA,NA,21,0,0,1,,0,0,0,0,1,1,0,,4,2,3,4,4,Grass,0,0,629.97
Baylor,2018,2.5,6.4,-3.9,-0.2,-4.3,-10.9,Away,9,15,Sat,1,15.500,W,40,27,13,0,40442,90,1,40004,0,0,0,0,0,0,1,0,,,,89.8,55.3,Waco,TX,0.594,FS1,0,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,,5,2,3,4,5,Turf,0,0,1090.22
N.C. Central,2018,NA,6.4,NA,-0.2,NA,NA,Home,9,22,Sat,1,15.500,W,55,13,42,0,25132,62.82371763,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,87.8,55.1,Durham,NC,0.997,ACCNX,0,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,0,0,0,0,1,1,0,0,6,2,3,4,5,Grass,1,0,5.65
Virginia Tech,2018,3.4,6.4,-3,-0.2,13.4,6.8,Home,9,29,Sat,1,19.000,L,14,31,-17,0,32177,80.43445655,1,40004,0,0,0,0,0,0,1,0,Cloudy,0,2,75.2,75.4,Durham,NC,0.684,ESPN2,0,0.5,7.23,3.23,1,22,NA,NA,1,0,0,,0,0,0,0,1,1,0,0,7,2,3,4,5,Grass,0,0,119.79
Georgia Tech,2018,6.9,6.4,0.5,-0.2,7.6,1,Away,10,13,Sat,1,12.330,W,28,14,14,0,41709,76,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,65.5,57.1,Atlanta,GA,0.548,ACCNX,0,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,1,2,3,4,Grass,0,0,347.61
Virginia,2018,6.4,6.4,0,-0.2,-3.3,-9.9,Home,10,20,Sat,1,12.500,L,14,28,-14,0,20277,50.68743126,1,40004,0,0,0,0,0,0,1,0,Light Rain,1,4,62.8,91.2,Durham,NC,0.713,ACCNX,0,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,0,1,1,1,2,3,4,Grass,0,0,142.54
Pittsburgh,2018,4.8,6.4,-1.6,-0.2,1.8,-4.8,Away,10,27,Sat,1,15.500,L,45,54,-9,0,NA,NA,1,40004,0,0,0,0,0,0,1,0,Light Rain,1,4,46,94.2,Pittsburgh,PA,0.617,ACCNX,0,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,1,1,2,3,Grass,0,0,312.94
Miami (Fla.),2018,11.2,6.4,4.8,-0.2,13.5,6.9,Away,11,3,Sat,1,19.000,W,20,12,8,0,62754,97,1,40004,0,0,0,0,0,0,1,0,Light Rain,1,4,78.4,81.5,Miami Gardens,FL,0.267,ESPN2,0,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,1,1,2,Grass,0,0,716.28
North Carolina,2018,-2.6,6.4,-9,-0.2,0.9,-5.7,Home,11,10,Sat,1,12.330,W,42,35,7,0,35493,88.72362764,1,40004,0,0,1,0,0,0,1,0,Fair,0,1,48,40.8,Durham,NC,0.794,ACCNX,0,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,0,1,1,1,1,2,2,Grass,1,1,10.42
Clemson,2018,32.7,6.4,26.3,-0.2,24.2,17.6,Away,11,17,Sat,1,19.000,L,6,35,-29,0,81313,100,1,40004,0,0,0,0,0,0,1,0,,,,46.8,80.7,Clemson,SC,0.048,ESPN,0,0.5,7.23,3.23,1,NA,2,1,0,1,1,,0,0,0,0,0,0,0,,2,2,2,2,3,Grass,0,0,239.73
Wake Forest,2018,2.7,6.4,-3.7,-0.2,8.9,2.3,Home,11,24,Sat,1,12.500,L,7,59,-52,0,20782,51.94980502,1,40004,0,0,0,0,0,0,1,0,Heavy Rain,1,6,37.9,95.4,Durham,NC,0.732,ACCNX,0,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,1,0,1,0,0,0,1,0,0,1,2,2,2,Grass,1,1,75.75
Temple,2018,1.1,6.4,-5.3,-0.2,-3.9,-10.5,Neutral,12,27,Thu,0,13.500,W,56,27,29,0,27492,53,1,40004,0,0,0,0,0,0,1,0,,,,,,Shreveport,LA,0.54,ESPN,1,0.5,7.23,3.23,1,NA,NA,NA,0,0,0,,1,0,0,0,0,0,1,,0,0,1,2,2,Turf,0,0,340.77
Alabama,2019,29.4,-0.3,29.7,-6.7,30.1,23.7,Neutral,8,31,Sat,1,15.500,L,3,42,-39,0,71916,96,1,40004,0,0,0,1,0,0,1,0,Fair,0,1,88.3,43.3,Atlanta,GA,0.035,ABC,0,0.583333333,6.37,3.6,1,NA,2,8,0,1,1,,0,0,0,1,NA,NA,NA,,1,1,1,2,3,Turf,0,0,529.05
N.C. A&T,2019,NA,-0.3,NA,-6.7,NA,NA,Home,9,7,Sat,1,18.000,W,45,13,32,0,38313,95.77292271,1,40004,0,0,0,0,1,0,1,0,Fair,0,1,87.1,39.8,Durham,NC,0.937,ACCNX,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,0,0,0,0,0,NA,1,,0,1,1,1,2,Grass,1,0,50.21
Middle Tenn. St.,2019,-8.7,-0.3,-8.4,-6.7,-3.7,-10.1,Away,9,14,Sat,1,19.000,W,41,18,23,0,19582,64,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,90,45.7,Murfreesboro,TN,0.604,Unknown,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,0,0,0,0,0,1,0,,1,1,2,2,2,Turf,0,0,419.21
Virginia Tech,2019,4.5,-0.3,4.8,-6.7,3.4,-3,Away,9,27,Fri,0,19.000,W,45,10,35,0,59537,91,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,78.4,56.6,Blacksburg,VA,0.491,ESPN,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,0,0,0,0,0,1,0,,2,2,2,3,3,Grass,0,0,119.79
Pittsburgh,2019,0.3,-0.3,0.6,-6.7,4.8,-1.6,Home,10,5,Sat,1,20.000,L,30,33,-3,0,22610,56.51934807,1,40004,0,0,0,0,0,0,1,0,Cloudy,0,2,62.1,66.5,Durham,NC,0.718,ACCN,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,1,0,0,0,0,1,0,0,3,2,3,3,4,Grass,0,0,312.94
Georgia Tech,2019,-10.8,-0.3,-10.5,-6.7,6.9,0.5,Home,10,12,Sat,1,12.500,W,41,23,18,0,21741,54.34706529,1,40004,0,0,0,0,0,0,1,0,Cloudy,0,2,77,43.5,Durham,NC,NA,ACCNX,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,1,2,3,3,Grass,0,0,347.61
Virginia,2019,6.6,-0.3,6.9,-6.7,6.4,0,Away,10,19,Sat,1,15.500,L,14,48,-34,0,52847,86,1,40004,0,0,0,0,0,0,1,0,,,,63.5,41.6,Charlottesville,VA,0.426,ACCN,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,0,,1,1,2,3,4,Grass,0,0,142.54
North Carolina,2019,8.4,-0.3,8.7,-6.7,-2.6,-9,Away,10,26,Sat,1,16.000,L,17,20,-3,0,50500,99,1,40004,0,0,1,0,0,0,1,0,Cloudy,0,2,75.9,51.6,Chapel Hill,NC,0.448,ACCNX,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,1,1,2,3,Grass,1,1,10.42
Notre Dame,2019,20.9,-0.3,21.2,-6.7,19.3,12.9,Home,11,9,Sat,1,19.500,L,7,38,-31,0,40004,100,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,36.1,77.3,Durham,NC,0.291,ACCN,0,0.583333333,6.37,3.6,1,NA,15,12,0,1,1,,0,0,0,0,0,0,1,1,0,0,1,1,2,Grass,0,0,557.63
Syracuse,2019,-1.6,-0.3,-1.3,-6.7,10.8,4.4,Home,11,16,Sat,1,16.000,L,6,49,-43,0,16286,40.71092891,1,40004,0,0,0,0,0,0,1,0,Rain,1,5,47.3,56.6,Durham,NC,0.753,ACCN,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,1,1,Grass,0,0,508.89
Wake Forest,2019,2.9,-0.3,3.2,-6.7,2.7,-3.7,Away,11,23,Sat,1,19.500,L,27,39,-12,0,24130,77,1,40004,0,0,0,0,0,0,1,0,Rain,1,5,44.2,96.4,Winston-Salem,NC,0.294,ACCN,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,0,0,1,Turf,1,1,75.75
Miami (Fla.),2019,5.4,-0.3,5.7,-6.7,11.2,4.8,Home,11,30,Sat,1,15.500,W,27,17,10,0,15913,39.77852215,1,40004,0,0,0,0,0,0,1,0,Light Rain,1,4,48.2,86.8,Durham,NC,0.321,ESPN2,0,0.583333333,6.37,3.6,1,NA,NA,NA,0,0,0,,1,0,1,0,0,0,1,1,0,0,0,0,0,Grass,0,0,716.28
Notre Dame,2020,19.3,-7.3,26.6,-7,20.9,21.2,Away,9,12,Sat,1,14.500,L,13,27,-14,1,10097,12,1,40004,0,0,0,1,0,0,1,0,,,,71.8,79.5,Notre Dame,IN,0.124,NBC,0,0.416666667,0.11,2.03,0,NA,10,4,0,1,1,,0,0,0,0,NA,NA,NA,,1,1,1,1,1,Turf,0,0,557.63
Boston College,2020,2.9,-7.3,10.2,-7,-1.5,-1.2,Home,9,19,Sat,1,12.000,L,6,26,-20,1,NA,NA,1,40004,0,0,0,0,1,0,1,0,Cloudy,0,2,60.3,51.3,Durham,NC,NA,ESPN3,0,0.416666667,0.11,2.03,0,NA,NA,NA,0,0,0,,0,0,0,0,0,NA,1,,0,1,1,1,1,Grass,0,0,600.94
Virginia,2020,2.6,-7.3,9.9,-7,6.6,6.9,Away,9,26,Sat,1,16.000,L,20,38,-18,1,NA,NA,1,40004,0,0,0,0,0,0,1,0,,,,70.9,70.6,Charlottesville,VA,0.515,ACCN,0,0.416666667,0.11,2.03,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,1,1,1,Grass,0,0,142.54
Virginia Tech,2020,7.3,-7.3,14.6,-7,4.5,4.8,Home,10,3,Sat,1,16.000,L,31,38,-7,1,NA,NA,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,66.2,46.7,Durham,NC,NA,ACCN,0,0.416666667,0.11,2.03,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,1,1,Grass,0,0,119.79
Syracuse,2020,-8.5,-7.3,-1.2,-7,-1.6,-1.3,Away,10,10,Sat,1,12.500,W,38,24,14,1,NA,NA,1,40004,0,0,0,0,0,0,1,0,Cloudy,0,2,74.7,53,Syracuse,NY,0.503,ESPN3,0,0.416666667,0.11,2.03,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,0,0,1,Turf,0,0,508.89
North Carolina St.,2020,1.5,-7.3,8.8,-7,-7.1,-6.8,Away,10,17,Sat,1,15.500,L,20,31,-11,1,4032,7,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,61.7,45.5,Raleigh,NC,0.321,ESPN3,0,0.416666667,0.11,2.03,0,NA,NA,24,0,0,1,,0,0,0,0,0,0,0,,1,1,1,1,1,Grass,1,1,21.14
Charlotte,2020,-12.6,-7.3,-5.3,-7,-11.7,-11.4,Home,10,31,Sat,1,19.000,W,53,19,34,1,NA,NA,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,50.9,78,Durham,NC,0.715,ESPN3,0,0.416666667,0.11,2.03,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,1,1,1,1,Grass,0,0,121.40
North Carolina,2020,10.2,-7.3,17.5,-7,8.4,8.7,Home,11,7,Sat,1,12.000,L,24,56,-32,1,NA,NA,1,40004,0,0,1,0,0,0,1,0,Fair,0,1,73,66.2,Durham,NC,0.22,ESPN2,0,0.416666667,0.11,2.03,0,NA,NA,14,0,0,1,,0,0,0,0,0,0,0,0,1,1,2,2,2,Grass,1,1,10.42
Georgia Tech,2020,-4.7,-7.3,2.6,-7,-10.8,-10.5,Away,11,28,Sat,1,19.000,L,33,56,-23,1,11000,20,1,40004,0,0,0,0,0,0,1,0,Cloudy,0,2,57,64.6,Atlanta,GA,0.471,ESPN3,0,0.416666667,0.11,2.03,0,NA,NA,NA,0,0,0,,0,0,1,0,0,0,1,,0,1,1,2,2,Grass,0,0,347.61
Miami (Fla.),2020,10.2,-7.3,17.5,-7,5.4,5.7,Home,12,5,Sat,1,20.000,L,0,48,-48,1,NA,NA,1,40004,0,0,0,0,0,0,1,0,Clear,0,0,42.4,64.3,Durham,NC,0.194,ACCN,0,0.416666667,0.11,2.03,0,NA,10,18,0,1,1,,0,0,0,0,0,0,1,1,0,0,1,1,2,Grass,0,0,716.28
Florida St.,2020,-3.8,-7.3,3.5,-7,4,4.3,Away,12,12,Sat,1,16.000,L,35,56,-21,1,14872,19,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,72,57,Tallahassee,FL,0.325,ACCN,0,0.416666667,0.11,2.03,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,0,1,1,Grass,0,0,493.91
Charlotte,2021,-16,-15,-1,-7.7,-12.6,-5.3,Away,9,3,Fri,0,19.000,L,28,31,-3,0,14125,92,1,40004,0,0,0,1,0,0,1,0,,,,72,61,Charlotte,NC,0.642,CBSSN,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,0,0,0,1,NA,NA,NA,,0,0,0,0,1,Turf,0,0,121.40
N.C. A&T,2021,NA,-15,NA,-7.7,NA,NA,Home,9,10,Fri,0,20.000,W,45,17,28,0,18091,45.2229777,1,40004,0,0,0,0,1,0,1,0,Fair,0,1,64.8,87,Durham,NC,0.925,ACCN,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,0,0,0,0,0,NA,1,,0,0,0,0,0,Grass,1,0,50.21
Northwestern,2021,-7.5,-15,7.5,-7.7,12.8,20.1,Home,9,18,Sat,1,16.000,W,30,23,7,0,12323,30.80441956,1,40004,0,0,0,0,0,0,1,0,Cloudy,0,2,84.6,59,Durham,NC,0.561,ACCN,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,0,0,0,0,0,1,0,0,1,1,1,1,1,Grass,0,0,629.97
Kansas,2021,-15.2,-15,-0.2,-7.7,-15.2,-7.9,Home,9,25,Sat,1,16.000,W,52,33,19,0,19128,47.81521848,1,40004,0,0,0,0,0,0,1,0,Cloudy,0,2,73.8,45,Durham,NC,0.068,ACCN,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,0,0,0,0,0,1,0,0,2,2,2,2,2,Grass,0,0,917.66
North Carolina,2021,5.8,-15,20.8,-7.7,10.2,17.5,Away,10,2,Sat,1,12.000,L,7,38,-31,0,45812,90,1,40004,0,0,1,0,0,0,1,0,Fair,0,1,80.6,49,Chapel Hill,NC,0.161,ESPN2,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,1,0,0,0,0,1,0,,3,2,3,3,3,Grass,1,1,10.42
Georgia Tech,2021,-3.8,-15,11.2,-7.7,-4.7,2.6,Home,10,9,Sat,1,12.500,L,27,31,-4,0,11849,29.61953805,1,40004,0,0,0,0,0,0,1,0,Heavy Rain,1,6,66.6,97,Durham,NC,0.312,ESPN3,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,0,0,0,0,0,1,1,0,0,1,2,3,3,Grass,0,0,347.61
Virginia,2021,4.8,-15,19.8,-7.7,2.6,9.9,Away,10,16,Sat,1,12.500,L,0,48,-48,0,38489,63,1,40004,0,0,0,0,0,0,1,0,,,,66.6,81,Charlottesville,VA,0.159,ESPN3,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,1,2,3,Grass,0,0,142.54
Wake Forest,2021,9.6,-15,24.6,-7.7,5,12.3,Away,10,30,Sat,1,16.000,L,7,45,-38,0,31613,100,1,40004,0,0,0,0,0,0,1,0,,,,57.2,72,Winston-Salem,NC,0.111,ACCN,0,0.181818182,-12.88,-1.6,0,NA,13,15,0,1,1,,0,0,0,0,0,0,1,,0,0,0,1,2,Turf,1,1,75.75
Pittsburgh,2021,14.2,-15,29.2,-7.7,5.5,12.8,Home,11,6,Sat,1,12.000,L,29,54,-25,0,20693,51.72732727,1,40004,0,0,0,0,0,0,1,0,Overcast,0,3,52.2,56,Durham,NC,0.066,ACCN,0,0.181818182,-12.88,-1.6,0,NA,25,13,0,1,1,,0,0,0,0,0,0,1,1,0,0,0,0,1,Grass,0,0,312.94
Virginia Tech,2021,1.1,-15,16.1,-7.7,7.3,14.6,Away,11,13,Sat,1,15.500,L,17,48,-31,0,56730,86,1,40004,0,0,0,0,0,0,1,0,,,,41.2,55,Blacksburg,VA,0.084,ACCN,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,,0,0,0,0,0,Grass,0,0,119.79
Louisville,2021,4.9,-15,19.9,-7.7,6.2,13.5,Home,11,18,Thu,0,19.500,L,22,62,-40,0,8493,21.23037696,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,66.6,78,Durham,NC,0.131,ESPN,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,Grass,0,0,408.82
Miami (Fla.),2021,9.5,-15,24.5,-7.7,10.2,17.5,Home,11,27,Sat,1,12.500,L,10,47,-37,0,17391,43.47315268,1,40004,0,0,0,0,0,0,1,0,Fair,0,1,50.4,28,Durham,NC,0.133,ESPN3,0,0.181818182,-12.88,-1.6,0,NA,NA,NA,0,0,0,,1,0,1,0,0,0,1,1,0,0,0,0,0,Grass,0,0,716.28
Temple,2022,-11.8,5.3,-17.1,20.3,-23.4,-8.4,Home,9,2,Fri,0,19.500,W,30,0,30,0,20722,51.79982002,1,40004,0,0,0,1,1,1,0,0,Fair,0,1,83.8,50,Durham,NC,0.771,ACCN,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,1,NA,NA,NA,,0,0,0,0,0,Grass,0,0,340.77
Northwestern,2022,-7.6,5.3,-12.9,20.3,-7.5,7.5,Away,9,10,Sat,1,12.000,W,31,23,8,0,24622,52,1,40004,0,0,0,0,0,1,0,0,Clear,0,0,80.2,47,Evanston,IL,0.313,FS1,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,0,,1,1,1,1,1,Grass,0,0,629.97
N.C. A&T,2022,NA,5.3,NA,20.3,NA,NA,Home,9,17,Sat,1,18.000,W,49,20,29,0,32802,81.99680032,1,40004,0,0,0,0,0,1,0,0,Fair,0,1,79.3,39,Durham,NC,,ACCNX,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,0,0,2,2,2,2,2,Grass,1,0,50.21
Kansas,2022,3.4,5.3,-1.9,20.3,-15.2,-0.2,Away,9,24,Sat,1,12.000,L,27,35,-8,0,47233,100,1,40004,0,0,0,0,0,1,0,0,Clear,0,0,80.4,49,Lawrence,KS,0.258,FS1,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,0,,3,2,3,3,3,Turf,0,0,917.66
Virginia,2022,-4,5.3,-9.3,20.3,4.8,19.8,Home,10,1,Sat,1,19.500,W,38,17,21,0,15152,37.87621238,1,40004,0,0,0,0,0,1,0,0,Overcast,0,3,63,86,Durham,NC,0.572,ESPN3,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,3,3,Grass,0,0,142.54
Georgia Tech,2022,-3.5,5.3,-8.8,20.3,-3.8,11.2,Away,10,8,Sat,1,16.000,L,20,23,-3,0,32041,58,1,40004,0,0,0,0,0,1,0,0,Clear,0,0,72.7,21,Atlanta,GA,0.542,ESPN3,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,1,0,0,0,0,1,0,,1,1,2,3,4,Grass,0,0,347.61
North Carolina,2022,6.2,5.3,0.9,20.3,5.8,20.8,Home,10,15,Sat,1,20.000,L,35,38,-3,0,40004,100,1,40004,0,0,1,0,0,1,0,0,Fair,0,1,67.3,51,Durham,NC,0.336,ACCN,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,3,Grass,1,1,10.42
Miami (Fla.),2022,-0.5,5.3,-5.8,20.3,9.5,24.5,Away,10,22,Sat,1,12.500,W,45,21,24,0,57421,88,1,40004,0,0,0,0,0,1,0,0,Clear,0,0,81,51,Miami Gardens,FL,0.244,ESPN3,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,,0,0,1,1,2,Grass,0,0,716.28
Boston College,2022,-7.4,5.3,-12.7,20.3,0,15,Away,11,4,Fri,0,19.000,W,38,31,7,0,34092,77,1,40004,0,0,0,0,0,1,0,0,Fair,0,1,62.6,75,Chestnut Hill,MA,0.752,ESPN2,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,,1,1,1,2,2,Turf,0,0,600.94
Virginia Tech,2022,-6.2,5.3,-11.5,20.3,1.1,16.1,Home,11,12,Sat,1,12.000,W,24,7,17,0,20857,52.13728627,1,40004,0,0,0,0,0,1,0,0,Cloudy,0,2,72.3,71,Durham,NC,0.795,ESPN3,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,2,3,Grass,0,0,119.79
Pittsburgh,2022,7.9,5.3,2.6,20.3,14.2,29.2,Away,11,19,Sat,1,12.000,L,26,28,-2,0,45362,66,1,40004,0,0,0,0,0,1,0,0,Cloudy,0,2,29.8,48,Pittsburgh,PA,0.299,ACCN,0,0.25,-11.76,-0.76,0,NA,NA,22,0,0,1,1,0,0,0,0,0,0,0,,3,2,3,3,3,Grass,0,0,312.94
Wake Forest,2022,7.6,5.3,2.3,20.3,9.6,24.6,Home,11,26,Sat,1,15.500,W,34,31,3,0,17492,43.72562744,1,40004,0,0,0,0,0,1,0,0,Cloudy,0,2,57.4,49,Durham,NC,0.492,ACCN,0,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2,3,3,Grass,1,1,75.75
UCF,2022,6.9,5.3,1.6,20.3,2.3,17.3,Neutral,12,28,Wed,0,14.000,W,30,13,17,0,17974,53,1,40004,0,0,0,0,0,1,0,0,,,,,,Annapolis,MD,0.411,ESPN,1,0.25,-11.76,-0.76,0,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,,1,1,2,3,4,Turf,0,0,535.08
Clemson,2023,13.5,8.9,4.6,3.7,17.6,12.3,Home,9,4,Mon,0,20.000,W,28,7,21,0,31638,79.08709129,1,40004,0,0,0,1,1,1,0,0,Fair,0,1,83.3,61,Durham,NC,0.872,ESPN,0,0.75,7.39,-1.84,1,NA,9,NA,0,1,0,1,1,1,0,1,NA,NA,NA,,2,2,2,3,4,Grass,0,0,239.73
